OBJECTID,ZONE_CODE,PDR,PDR_DENSIT,CASE_NO,LABEL,EDITOR,ACTION_,COMMENT_,ACRES,BOC_DATE,CITY_COUNC,MAP_EDIT_D,ERROR_FIX_,UDO,ZONE_GEN,UDO_LABEL,DEVELOP_PL,UDO_LEGEND,IN_DATE,PDR_RNG,GlobalID,ShapeSTArea,ShapeSTLength
629,GC, ,0, ,GC, , , ,21.84883312,,,,,CG,COMMERCIAL,CG, ,19 - CG,,,{C85DFEA4-647B-4A7E-BA7D-3963A8B74175},951732.204345703,7139.0309875024
630,NC, ,0, ,NC, , , ,1.20482314,,,,,CN,COMMERCIAL,CN, ,17 - CN,,,{0A640605-0395-4592-8045-E1BC37545FF6},52481.9322509766,979.949938436421
631,NC, ,0,,NC,LDW ,Z1700011 approval,"P80-13;P86-12; Z1700011",1.31705608,,2017/12/18 05:00:00+00,2017/12/23 05:00:00+00,,CG,COMMERCIAL,CG(D),(D),19 - CG,,,{A56AC141-C457-4C32-81AC-F158F432D077},57370.7843017578,1027.62759689346
632,, ,0,Z0900016,, , , ,15.69053573,,2010/02/01 05:00:00+00,,,DD-S2,DOWNTOWN DESIGN-SUPPORT 2,DD-S2, ,29 - DD-S2,2010/02/01 05:00:00+00,,{4DA61917-2825-49D9-A4E3-76FC1716D99B},683477.606933594,4651.35772366041
633,NC, ,0,P81-50,NC, , , ,2.03955729,,1981/12/21 05:00:00+00,,,CN,COMMERCIAL,CN, ,17 - CN,,,{366D398F-E38B-4D51-86F2-06811685372F},88842.8386230469,1194.55689190721
634,RD, ,0, ,RD, , , ,3.43334166,,,,,RR,RES_RURAL_DENSITY,RR, , 6 - RR,,,{13926827-2651-4B1C-977A-684092382C35},149555.896850586,1677.20253876508
635,OI-2, ,0,P95-40,OI-2(D), , ,P87-54,2.33044057,,1995/12/18 05:00:00+00,,,OI,OFFICE_INSTITUTIONAL,OI(D),(D),18 - OI,,,{B2029D06-B3C2-45F9-8C78-0381E8FE09AE},101513.674926758,1353.65163059601
636,R-8, ,0,P04-22,R-8(D), , , ,21.64904208,2004/08/23 05:00:00+00,,,,RS-8,RES_MEDIUM_DENSITY,RS-8(D),(D), 9 - RS-8,,,{D7BA8624-BB86-4F88-9B30-2FA271FD8AC6},943029.334594727,4539.3334728984
637,RD, ,0, ,RD, , , ,3.24673399,,,,,RR,RES_RURAL_DENSITY,RR, , 6 - RR,,,{CA9550C7-822D-4FE0-821E-A4CF0A06B0B8},141427.292114258,2024.07871751598
638,I-3, ,0, ,I-3, , , ,327.23103825,,,,,I,INDUSTRIAL,I, ,20 - I,,,{7FD7A7E4-DA94-4F81-AC7E-015E12B3EDC3},14254139.6108398,17048.1788461656
639,R-20, ,0,P96-02,R-20, , , ,127.12324255,1996/03/25 05:00:00+00,,,,RS-20,RES_LOW_DENSITY,RS-20, , 7 - RS-20,,,{9433CC70-0F80-47DF-96C5-D00CF6C1DA4F},5537471.19091797,12240.9867681334
640,NC, ,0,,NC, , ,P84-71,5.40066891,,1984/02/04 05:00:00+00,,,CN,COMMERCIAL,CN, ,17 - CN,,,{4B6E6B64-464E-4D96-8D6B-2ED88E502AF8},235252.405029297,2390.56842628179
641,R-20, ,0,,R-20, , ,"P97-34;P04-50",775.79941298,,,,,RS-20,RES_LOW_DENSITY,RS-20, , 7 - RS-20,,,{03361985-8A33-4F40-B006-5990A9233391},33784545.9790039,79076.4673463848
642,CT, ,0,P89-50,CT(D), , , ,2.58750618,,1990/03/05 05:00:00+00,,,IL,COMMERCIAL,IL(D),(D),21 - IL,,,{CEA2F170-E1F3-4EEE-A830-874D33836196},112711.417602539,1439.10995128091
643,R-20, ,0, ,R-20, , ,P01-52,18.1248721,,2002/01/22 05:00:00+00,,,RS-20,RES_LOW_DENSITY,RS-20, , 7 - RS-20,,,{02B9CD1D-9FEF-4523-8BD4-CA1824796BB7},789516.968994141,4660.51934295335
644,GC, ,0,P04-68,GC, , ,P96-11,3.12795068,,2005/08/01 05:00:00+00,2005/08/02 05:00:00+00,,CG,COMMERCIAL,CG, ,19 - CG,,,{2381C751-445B-4FBA-8FFB-7E73A3F1ACE1},136253.107543945,1576.38970200992
645,RM-12, ,0,P96-71,RM-12(D), , ,P85-105,26.75850351,,1997/02/18 05:00:00+00,,,RS-M,RES_HIGH_DENSITY,RS-M(D),(D),10 - RS-M,,,{4875581C-1241-4500-97D4-5F6153A8BDC0},1165596.78088379,5708.29185465772
646,R-10, ,0,P99-42,R-10(D), , , ,8.04431457,,1999/11/01 05:00:00+00,,,RS-10,RES_LOW_DENSITY,RS-10(D),(D), 8 - RS-10,,,{35B25D44-445E-431F-BF56-CE4D120E19D3},350409.250976562,2448.04989419396
647,RM-12, ,0, ,RM-12, , , ,28.7661524,,,,,RS-M,RES_HIGH_DENSITY,RS-M, ,10 - RS-M,,,{6FA1E28B-FC7E-47C9-908E-8E68A3B07D05},1253049.69372559,6486.62004364977
648,PDR,Y,8.5,P72-38,PDR   8.500, , , ,14.3138158,,1973/02/13 05:00:00+00,,,PDR,RES_HIGH_DENSITY,PDR 8.500,(D), 4 - PDR-HDR (8 - 12 du/ac),,PDR-HDR,{31E269DD-CA08-4E3F-B90E-CC9AB36BB8DA},623507.873901367,4074.37711749333
649,PDR,Y,3.97000002,P03-04,PDR 3.97, , , ,14.71349563,,2003/04/21 05:00:00+00,,,PDR,RES_LOW_DENSITY,PDR 3.970,(D), 2 - PDR-LDR (2 - 4 du/ac),,PDR-LDR,{9A0A25D4-CA96-4333-80FC-47273DB14515},640917.872680664,3285.53254873477
650,NC, ,0,P99-23,NC(D), , , ,1.67663767,,1999/10/18 05:00:00+00,,,CN,COMMERCIAL,CN(D),(D),17 - CN,,,{9005464B-8C77-44F4-B3C3-912464A84AA9},73034.1091308594,1101.88081255209
651,R-20, ,0, ,R-20, , , ,3.72805125,,,,,RS-20,RES_LOW_DENSITY,RS-20, , 7 - RS-20,,,{E838F5F4-E1E7-4BA5-83F1-E0FE1356FF8B},162393.40612793,2077.42207237281
652,I-2, ,0, ,I-2, , , ,6.90643206,,,,,IL,INDUSTRIAL,IL, ,21 - IL,,,{363F7909-47B0-431C-A875-F6B4494068AB},300843.243041992,2415.23657817809
653,OI-2, ,0, ,OI-2, , , ,3.52662872,,,,,OI,OFFICE_INSTITUTIONAL,OI, ,18 - OI,,,{D883BCEA-D4D7-441B-8F57-CE32EFFEC9E5},153619.46862793,1656.33033202716
654,SC, ,0,,SC, , ,P82-14,13.10124634,,1982/04/05 05:00:00+00,,,CC,COMMERCIAL,CC, ,16 - CC,,,{BB386D99-9B09-44D1-9ED9-9891B712F431},570688.511352539,3327.03155428856
655,NC, ,0, ,NC, , , ,4.75268287,,,,,CN,COMMERCIAL,CN, ,17 - CN,,,{B00D3B79-7BA5-4B27-A77C-804C27F1E2B4},207026.220458984,2310.74651851548
656,R-20, ,0,Z1500013,R-20,Wadeg, ,"Z1400022; Z06-43; P01-35; P96-60",14.22649842,,2015/10/19 05:00:00+00,2015/10/21 05:00:00+00,,RS-M,RES_HIGH_DENSITY,RS-M(D),(D),10 - RS-M,,,{2CA51E36-3E0A-484B-89DA-64AC9401905D},619704.340209961,3555.06250187345
657,NC, ,0,P92-11,NC(D), , ,P89-30,1.16476341,,1992/05/18 05:00:00+00,,,CN,COMMERCIAL,CN(D),(D),17 - CN,,,{5AB92491-BC46-47DC-9523-42BE14074345},50736.9364013672,1066.17197244998
658,, ,0,Z0900016,,,,"P84-62;P91-23;P92-53;P95-55;P96-32;P96-44",48.00466104,,2010/02/01 05:00:00+00,,,DD-S1,DOWNTOWN DESIGN-SUPPORT 1,DD-S1, ,28 - DD-S1,2010/02/01 05:00:00+00,,{A94734A4-E423-4A3A-B6CE-D27EE143D507},2091076.51879883,8529.00123817324
660,PDR,Y,3.94000005,P01-63,PDR 3.94, , , ,13.17850982,,2002/08/07 05:00:00+00,,,PDR,RES_LOW_DENSITY,PDR 3.940,(D), 2 - PDR-LDR (2 - 4 du/ac),,PDR-LDR,{F0C0CB7E-B994-48B0-BE2A-79DF0E21E42A},574054.098876953,3780.73288251274
661,PDR,Y,2.15000009,P98-51,PDR   2.150, , , ,30.83395169,1999/01/25 05:00:00+00,,,,PDR,RES_LOW_DENSITY,PDR 2.150,(D), 2 - PDR-LDR (2 - 4 du/ac),,PDR-LDR,{B20D17DC-CDD6-4EB1-B924-227317049997},1343122.74951172,5437.19967110868
662,RM-12, ,0,P82-34,RM-12(D), , ,P82-19,4.00152813,,1982/10/18 05:00:00+00,,,RS-M,RES_HIGH_DENSITY,RS-M(D),(D),10 - RS-M,,,{47E5B0AF-1553-41F5-8AFF-7186B3BC9484},174306.021972656,1709.264817054
663,RD, ,0,P82-41,RD, , , ,2.00515233,,1983/01/04 05:00:00+00,,,RR,RES_RURAL_DENSITY,RR, , 6 - RR,,,{1D660C6D-D5C7-48F8-8388-E7E82C6A2442},87344.1635742188,1999.8657376787
664,OI-1, ,0,P95-22,OI-1, , , ,1.01619269,,1995/08/21 05:00:00+00,,,OI,OFFICE_INSTITUTIONAL,OI, ,18 - OI,,,{4F5C4D5D-7D53-4543-883B-363B591F4E83},44265.2156982422,889.740905305464
665,R-3, ,0,P83-54,R-3(D),Alex, , ,4.74312728,,1984/02/09 05:00:00+00,,2005/08/10 05:00:00+00,RU-5(2),RES_HIGH_DENSITY,RU-5(2)(D),(D),12 - RU-5(2),,,{9847CDB7-78A0-4457-888E-7FAD22C5AEEE},206609.980834961,1817.43427737896
666,RM-12, ,0, ,RM-12, , , ,0.71170824,,,,,RS-M,RES_HIGH_DENSITY,RS-M, ,10 - RS-M,,,{79BF0C68-B5B4-48AF-AEB5-51CC3EEC1D8B},31001.9141845703,701.903477732519
667,NC, ,0, ,NC, , , ,2.7418829,,,,,CN,COMMERCIAL,CN, ,17 - CN,,,{3D63B47F-7234-4E7B-9C66-97E4D431A85B},119436.046630859,2013.59615943908
668,PDR,Y,8,P98-29,PDR   8.000, , ,"P89-06;P91-20;P93-67;P97-05",18.56722275,,1998/07/20 05:00:00+00,,,PDR,RES_HIGH_DENSITY,PDR 8.000,(D), 4 - PDR-HDR (8 - 12 du/ac),,PDR-HDR,{73702B24-09F2-43F8-AF53-6A631A86F7D3},808785.703125,4638.28002640571
669,PDR,Y,3.65000009,P92-35,PDR   3.650, ,P92-36,"P77-16;P79-32;P82-04;P83-33;P85-14;P85-57;P85-91;P86-19;P86-67;P87-10;P88-76",715.23787827,,1992/08/17 05:00:00+00,,,PDR,RES_LOW_DENSITY,PDR 3.650,(D), 2 - PDR-LDR (2 - 4 du/ac),,PDR-LDR,{012A4394-E8D0-442A-B317-A3AA71A10E9E},31155664.8985596,37161.316726398
670,PDR,Y,2.00999999,P95-47,PDR   2.010, , ,P95-01,21.7275927,1996/01/16 05:00:00+00,,,,PDR,RES_LOW_DENSITY,PDR 2.010,(D), 2 - PDR-LDR (2 - 4 du/ac),,PDR-LDR,{CBE45164-67F8-4014-96D6-17BF1AB988CC},946450.989257812,5164.74839063909
671,R-10, ,0,P04-22,R-10(D), , , ,0.36404726,2004/08/23 05:00:00+00,,,,RS-10,RES_LOW_DENSITY,RS-10(D),(D), 8 - RS-10,,,{56985D87-296B-44A6-885D-F25CBBD8333E},15857.8492431641,1703.46335821598
672,R-10, ,0,P99-52,R-10(D), , ,P00-13,14.77646114,2000/04/17 05:00:00+00,,,,RS-10,RES_LOW_DENSITY,RS-10(D),(D), 8 - RS-10,,,{1097EC28-DE31-4731-A549-9A03C9313E87},643660.641845703,4268.34921741132
673,RM-12, ,0,P83-47,RM-12(D), , ,P72-36,19.80706275,,1984/03/05 05:00:00+00,,,RS-M,RES_HIGH_DENSITY,RS-M(D),(D),10 - RS-M,,,{31F8B1BB-3167-453E-B664-105D1007C81E},862792.96496582,4655.58992442777
674,NC, ,0, ,NC, , , ,1.28858792,,,,,CN,COMMERCIAL,CN, ,17 - CN,,,{5F9C69CC-D856-4ADA-AF1F-382E558CB368},56130.7150878906,1174.62471708615
675,NC, ,0, ,NC, , , ,5.89414971,,,,,CN,COMMERCIAL,CN, ,17 - CN,,,{901CA74B-893D-4FBF-B2AC-3E4F719CC4B9},256748.361328125,2684.81571381988
676,OI-2, ,0, ,OI-2, , , ,1.03935056,,,,,OI,OFFICE_INSTITUTIONAL,OI, ,18 - OI,,,{F79A4EFA-9C6C-41C5-9A2D-C77D0DF2D171},45273.96875,1078.57731258994
677,R-20, ,0, ,R-20, , ,P87-54,32.65717717,,,,,RS-20,RES_LOW_DENSITY,RS-20, , 7 - RS-20,,,{59BD3B2F-B6D3-455F-9AD5-0BE5BDBEB979},1422542.2052002,5321.12081338198
678,GC, ,0,P81-55,GC, , , ,3.24580255,,1982/01/18 05:00:00+00,,,CG,COMMERCIAL,CG, ,19 - CG,,,{3E1C611D-6388-4BE1-AF28-9838184B6689},141386.71862793,1718.30954453411
679,RM-8, ,0,P04-22,RM-8(D), , , ,1.7767278,2004/08/23 05:00:00+00,,,,RS-M,RES_HIGH_DENSITY,RS-M(D),(D),10 - RS-M,,,{79E9C633-43BA-4E99-B3F7-7D2F9FCBDD1F},77394.0216064453,1246.8035892316
680,R-20, ,0,,R-20, , ,"P86-52;P86-77",156.2629207,,1986/10/06 05:00:00+00,,,RS-20,RES_LOW_DENSITY,RS-20, , 7 - RS-20,,,{FAAF2788-8B96-441B-9770-ECC0AA5B7E82},6806791.61608887,24652.7063366634
681,R-20, ,0, ,R-20, , ,P93-20,5.59509585,,1993/06/21 05:00:00+00,,,RS-20,RES_LOW_DENSITY,RS-20, , 7 - RS-20,,,{07937041-F5F1-4490-951B-886EFE7C9562},243721.616455078,2212.1174092472
682,GC, ,0, ,GC, , , ,0.63732139,,,,,CG,COMMERCIAL,CG, ,19 - CG,,,{B2683C64-4331-465C-9E38-80CE2D71D9BF},27761.6333007812,683.283435271252
683,SC, ,0,P86-86,SC(D), , , ,1.44897591,,1987/01/05 05:00:00+00,,,CC,COMMERCIAL,CC(D),(D),16 - CC,,,{BCFF3099-F46B-4393-99F4-03BC1B61A423},63117.1942138672,1047.27702917547
684,NC, ,0, ,NC, , , ,1.44725113,,,,,CN,COMMERCIAL,CN, ,17 - CN,,,{32198A19-ED3B-48CD-8769-5FA98FE3B659},63042.0628662109,1230.0783772685
685,PDR,Y,6.80000019,P96-08,PDR   6.800, , , ,43.94735459,1996/05/20 05:00:00+00,,,,PDR,RES_MEDIUM_DENSITY,PDR 6.800,(D), 3 - PDR-MDR (4 - 8 du/ac),,PDR-MDR,{5B99623A-10A3-475A-8894-458E8D740E33},1914340.80090332,7841.36113763993
686,R-20, ,0, ,R-20, , ,P87-54,33.61444863,,,,,RS-20,RES_LOW_DENSITY,RS-20, , 7 - RS-20,,,{9050F91B-E6C8-44A7-AA20-176506E4679A},1464240.82019043,4806.97262518225
687,SC, ,0,P80-30,SC, , , ,10.71232936,,1980/11/10 05:00:00+00,,,CC,COMMERCIAL,CC, ,16 - CC,,,{869380DB-FE2D-46B0-B9A4-A1E0E84DCC36},466627.612915039,2774.79735094185
688,PDR,Y,2.5,P01-65,PDR 2.5, , ,P01-81,38.28871524,,2002/03/04 05:00:00+00,,,PDR,RES_LOW_DENSITY,PDR 2.500,(D), 2 - PDR-LDR (2 - 4 du/ac),,PDR-LDR,{660A3B51-CEB8-46B7-BAF4-E24C05486A5B},1667851.2376709,7485.17155603832
689,RM-12, ,0, ,RM-12, , , ,0.27072093,,,,,RS-M,RES_HIGH_DENSITY,RS-M, ,10 - RS-M,,,{D1A56668-6B46-4AE5-A264-4DCABB3ECD0C},11792.5667724609,455.422392230073
690,R-3, ,0, ,R-3, , , ,0.3181578,,,,,RU-5(2),RES_HIGH_DENSITY,RU-5(2), ,12 - RU-5(2),,,{9434BB5E-16F3-4519-9DED-502F031949CF},13858.9104003906,519.927175962114
691,GC, ,0,P98-76,GC, , , ,3.62054662,,1999/01/04 05:00:00+00,,,CG,COMMERCIAL,CG, ,19 - CG,,,{A655A5F8-F947-476F-9A76-9B4C9522EBA8},157710.519287109,1702.30869514163
692,R-8, ,0, ,R-8, , , ,99.75875087,,,,,RS-8,RES_MEDIUM_DENSITY,RS-8, , 9 - RS-8,,,{E533884A-EEEA-4860-9EA5-50F0C8F8A40E},4345477.64770508,9496.49257586876
693,RM-16, ,0, ,RM-16, , ,P84-64,48.77598239,,,,,RU-M,RES_HIGH_DENSITY,RU-M, ,13 - RU-M,,,{00CA142E-0FF5-4F16-9D5E-72573E581594},2124675.171875,9427.75667436934
694,NC, ,0, ,NC, , , ,6.36981073,,,,,CN,COMMERCIAL,CN, ,17 - CN,,,{5B320E9D-A9C2-4EE6-9834-B4CC44443A41},277468.090942383,2375.47682030716
695,GC, ,0, ,GC, , , ,22.2269893,,,,,CG,COMMERCIAL,CG, ,19 - CG,,,{08C602D4-8A64-4902-B1AF-78AF35629B03},968204.636474609,4756.18688246667
696,PDR,Y,2.82999992,P99-14,PDR   2.830, , ,P97-34,64.78001479,,1999/07/19 05:00:00+00,,,PDR,RES_LOW_DENSITY,PDR 2.830,(D), 2 - PDR-LDR (2 - 4 du/ac),,PDR-LDR,{826D531B-6D06-4F48-9EDA-523DEE00B2B5},2821808.65112305,9715.25781148918
697,RM-12, ,0, ,RM-12, , , ,0.00051137,,,,,RS-M,RES_HIGH_DENSITY,RS-M, ,10 - RS-M,,,{73BD7499-681E-41E6-8D5A-BEE32C0DB674},22.2752685546875,54.0658639617052
699,R-10, ,0,P86-41,R-10, , , ,9.86512549,,1986/07/28 05:00:00+00,,,RS-10,RES_LOW_DENSITY,RS-10, , 8 - RS-10,,,{0224B2C4-71FB-4693-9CBD-6C74AE0B8129},429723.528076172,3460.42322562089
700,NC, ,0, ,NC, , , ,2.55647735,,,,,CN,COMMERCIAL,CN, ,17 - CN,,,{E714170A-16ED-499F-A89C-94731E25B8E6},111359.806274414,1595.34705987753
701,OI-1, ,0,P99-45,OI-1(D), , , ,5.0415245,,1999/11/01 05:00:00+00,,,OI,OFFICE_INSTITUTIONAL,OI(D),(D),18 - OI,,,{8301257F-9B84-4DB7-BB6B-1800701F09D0},219608.122558594,2413.81374795431
702,NC, ,0,P86-01,CG(D),LDW , ,Z1500017 ,4.36970336,,2016/10/03 05:00:00+00,2017/03/16 05:00:00+00,,CG,COMMERCIAL,CG(D),(D),19 - CG,,,{B46794B6-F539-477B-9952-071E19A98F78},190343.685302734,1934.02272407294
703,R-20, ,0, ,R-20, , , ,107.05408105,,,,,RS-20,RES_LOW_DENSITY,RS-20, , 7 - RS-20,,,{266F388E-43FF-4543-8CF7-2257E34662A0},4455704.34594727,12186.655032175
704,R-3, ,0, ,R-3, , , ,8.97587298,,,,,RU-5(2),RES_HIGH_DENSITY,RU-5(2), ,12 - RU-5(2),,,{4AC8EA93-0E59-4403-B2DE-100F822B2585},390987.80871582,3212.91686758717
705,PDR,Y,2.58999991,P98-90,PDR   2.590, , , ,6.71002368,,1999/10/18 05:00:00+00,,,PDR,RES_LOW_DENSITY,PDR 2.590,(D), 2 - PDR-LDR (2 - 4 du/ac),,PDR-LDR,{0EC1696F-0BC0-40EE-A00E-60A455D1F195},292287.722045898,2440.29012812517
706,I-1, ,0, ,I-1, , , ,2.9113604,,,,,IP,INDUSTRIAL,IP, ,22 - IP,,,{7B002FA0-8A76-49A5-B382-F2162DE2B94A},126818.464111328,1627.67367741189
707,SC, ,0, ,SC, , , ,23.17774727,,,,,CC,COMMERCIAL,CC, ,16 - CC,,,{3680E0A7-3F95-4B77-AAE1-4CBA22AD9578},1009619.52416992,4315.24610359356
708,NC, ,0,P84-70,NC, , , ,1.71843549,,,,,CN,COMMERCIAL,CN, ,17 - CN,,,{BFFDB64E-E558-48BE-908D-3935C9789241},74854.8167724609,1303.21456811428
709,NC, ,0, ,NC, , ,"P75-22;P76-B;P79-16;P85-51",52.6834184,,,,,CN,COMMERCIAL,CN, ,17 - CN,,,{DA7AAB33-7F38-41A8-A91F-A4AA2D686870},2294882.55505371,11850.6691738377
710,OI-1, ,0,P85-56,OI-1, , , ,0.71675026,,1985/08/05 05:00:00+00,,,OI,OFFICE_INSTITUTIONAL,OI, ,18 - OI,,,{032124A6-CC83-4EA5-9AD2-855829C52D13},31221.5441894531,825.466188535147
711,RM-12, ,0,,RM-12, , ,P84-02,66.91987995,,,,,RS-M,RES_HIGH_DENSITY,RS-M, ,10 - RS-M,,,{1A4AAA4D-7B8F-41E2-A44C-8F26BCA9BEA5},2915020.88684082,8832.93585316907
712,SC, ,0,Z1800019,SC,Quaye Trimble, ,P87-54,28.48524895,,2019/04/15 05:00:00+00,2019/05/01 05:00:00+00,,CG,COMMERCIAL,CG (D),(D),19 - CG,,,{B6F9AD38-B9A1-47E7-8C82-DDD2FF3849EB},1240813.57751465,4916.98522098165
713,RM-20, ,0,,RM-20, , ,"P87-43;P87-44",0.15269533,,,,,RU-M,RES_HIGH_DENSITY,RU-M, ,13 - RU-M,,,{F478365C-A988-4833-8F62-D84F47E37F3F},6651.38806152344,552.919318031147
714,R-20, Y,9.28,Z06-64,R-20, , ,P93-36,61.14539077,,2007/11/19 05:00:00+00,,,PDR,RES_HIGH_DENSITY,PDR 9.280,(D), 4 - PDR-HDR (8 - 12 du/ac),2007/11/19 05:00:00+00,PDR-HDR,{4448C17F-0F4B-4FA6-9351-404FBC3EA2EE},2663484.92272949,7406.78077740202
715,GC, ,0, ,GC, , , ,2.38873241,,,,,CG,COMMERCIAL,CG, ,19 - CG,,,{12C5A20A-935F-478C-A141-B096C478E37D},104052.859130859,1362.41406163606
716,R-3, ,0, ,R-3, , , ,7.17827614,,,,,RU-5(2),RES_HIGH_DENSITY,RU-5(2), ,12 - RU-5(2),,,{F77D9277-6A7A-4B0C-9DA7-D7496F59B17C},312684.733886719,3372.78568749351
717,PDR,Y,4,P99-48,PDR   4.000,,,P00-73,8.05994756,1999/12/13 05:00:00+00,,,,PDR,RES_MEDIUM_DENSITY,PDR 4.000,(D), 3 - PDR-MDR (4 - 8 du/ac),,PDR-MDR,{B254A9AE-AEBE-4D6C-9A68-956ED69D25AD},351090.221435547,3618.98087534275
718,OUT, ,0, ,CHAPEL HILL, , , ,1.55730719,,,,,RS-20,RES_LOW_DENSITY,RS-20, , 7 - RS-20,,,{1665B7AA-21C5-4079-A3BD-326496492F87},67836.0902099609,1962.65977192882
719,,,,Z1000017,,Wadeg,,"P83-03;P84-34;P91-25;P91-27;P02-12;Z05-05",7.2055297,,2012/01/17 05:00:00+00,2012/01/18 05:00:00+00,,CD-S2,COMPACT DESIGN-SUPPORT 2,CD-S2,,33 - CD-S2,,,{0669C402-91E2-41CE-9608-D8E27F357340},313871.895629883,3405.27152208387
720,CT, ,0, ,CT, , , ,0.36543871,,,,,IL,COMMERCIAL,IL, ,21 - IL,,,{082BA219-2BF2-41EB-9B6E-1147AC2AFA80},15918.4605712891,505.432729633018
721,OI-1, ,0,Z1100030,NC,Wadeg,Approved,"P80-32;P81-29;P81-39;P87-01;P90-33;P93-11",1.70967304,,2012/06/04 05:00:00+00,2012/06/06 05:00:00+00,,OI,COMMERCIAL,CN(D),(D),17 - CN,,,{4273A1D7-64FA-42CB-AC36-EA4CA1D029E0},74473.1256103516,1314.89988191318
722,SC, ,0,P72-36,SC, , , ,10.98378671,,1972/12/04 05:00:00+00,,,CC,COMMERCIAL,CC, ,16 - CC,,,{807366E5-4237-4F6B-957D-5AD2738102A6},478452.257568359,2720.07790092099
723,RM-16, ,0, ,RM-16, , , ,0.54029759,,,,,RU-M,RES_HIGH_DENSITY,RU-M, ,13 - RU-M,,,{92BAFA93-4EB3-4DDD-9058-DD4F0EDDD62F},23535.2897949219,627.218882433836
724,RM-16, ,0, ,RM-16, , ,P78-15,34.61490332,,,,,RS-M,RES_HIGH_DENSITY,RS-M, ,10 - RS-M,,,{8BB94DCA-8615-460B-9121-F5A4557C9D44},1507820.49023438,7195.45782050082
725,NC, ,0, ,NC, , , ,7.63613377,,,,,CN,COMMERCIAL,CN, ,17 - CN,,,{61CD28E0-FB1A-4EDA-A488-F4FCA5037D6D},332628.950439453,2349.96654946994
726,PDR, ,0,Z1100022,PDR,Wadeg,IL to PDR 6.640,"P89-36;P95-29;P96-82;P97-34;Z06-50;Z0800009;Z0900008",50.46338878,,2012/09/04 05:00:00+00,2012/09/05 05:00:00+00,2016/02/26 05:00:00+00,PDR,RES_MEDIUM_DENSITY,PDR 6.640,(D), 3 - PDR-MDR (4 - 8 du/ac),,6.640,{CF5FC4D2-DF22-455D-9E72-FE89CC03E354},2198178.36572266,7099.47351525589
727,GC, ,0,P03-20,GC(D), , ,P01-11,0.00044987,,2003/10/20 05:00:00+00,,,CG,COMMERCIAL,CG(D),(D),19 - CG,,,{8E44C6B3-6365-4BF1-8AC1-62FD12CAE083},19.59619140625,479.834263895927
728,OI-2, ,0,P03-38,OI-2(D), , ,P03-29,4.30850169,,2005/08/15 05:00:00+00,2005/08/16 05:00:00+00,,OI,OFFICE_INSTITUTIONAL,OI(D),(D),18 - OI,,,{B1A7A133-6E79-431B-AAF2-376752EB706E},187677.748779297,1864.23217284105
729,NC, ,0,Z17-20 ,NC, LDW,Z1700020 , ,2.66685052,2018/02/26 05:00:00+00,,2018/03/01 05:00:00+00,,CG,COMMERCIAL,CG(D), (D),19 - CG,,,{E3F69DC8-2974-4AE6-BA3D-DCD5077B053F},116167.646972656,1535.55430073029
730,RM-12, ,0, ,RM-12, , , ,14.28957328,,,,,RS-M,RES_HIGH_DENSITY,RS-M, ,10 - RS-M,,,{035E095F-7896-46D3-8C42-89AC13C44C29},622451.871459961,3873.10562937754
731,RM-12, ,0, ,RM-12, , , ,0.27385237,,,,,RS-M,RES_HIGH_DENSITY,RS-M, ,10 - RS-M,,,{4504F88E-09BB-40E6-9AB8-AF504370F0A6},11928.9722900391,453.400028764842
732,R-8, ,0,,R-8, , ,"P92-15;P92-19;P92-21;P93-52;P95-45",310.75801722,,1996/01/16 05:00:00+00,,,RS-8,RES_MEDIUM_DENSITY,RS-8, , 9 - RS-8,,,{0CC30FB8-D960-443B-96F9-30DBA8DC2792},13536577.0513916,22735.0995849932
733,R-10, ,0,P93-14,R-10, , , ,0.82877727,1993/05/24 05:00:00+00,,,,RS-10,RES_LOW_DENSITY,RS-10, , 8 - RS-10,,,{05D3F264-86B6-42E2-9D5A-7591B32EC8FE},36101.4254150391,927.933842412584
734,R-15, ,0,P88-11,R-15, , , ,114.32332538,,1988/03/21 05:00:00+00,,,RS-10,RES_LOW_DENSITY,RS-10, , 8 - RS-10,,,{451F7E3D-BCBF-4742-BC57-D4C683AD2A6B},4979908.53662109,9687.61108824832
735,SC, ,0, ,SC, , , ,5.77611926,,,,,CC,COMMERCIAL,CC, ,16 - CC,,,{F40EDE0E-F0B7-41B1-AAE0-C6C16B431D7B},251606.971191406,2106.75168373454
736,CT, ,0,P96-66,CT, , , ,0.99535993,,1996/10/21 05:00:00+00,,,IL,COMMERCIAL,IL, ,21 - IL,,,{7AACCC2B-AF7E-4EF6-8ED3-0F0EED7C9A62},43357.7434082031,900.872465944663
737,CT, ,0, ,CT, , , ,45.78590595,,,,,IL,COMMERCIAL,IL, ,21 - IL,,,{C265EB1D-4EA8-4389-851F-87D40D3D948B},1994427.84863281,6974.63755776929
738,PDR,Y,5.36999988,Z06-20,PDR   5.370, , ,"P87-54;P98-80",194.19912898,,2006/08/07 05:00:00+00,,,PDR,RES_MEDIUM_DENSITY,PDR 5.370,(D), 3 - PDR-MDR (4 - 8 du/ac),,PDR-MDR,{D7D083EE-4FED-40DC-B17A-D46B8D44ECD1},8459287.69995117,17964.2420282348
